Accession,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Collection_Date
KJ501309,West Nile virus,11024,complete,USA,USA,,Cyanocitta cristata,2002
KJ501310,West Nile virus,11029,complete,USA,USA,,Loriini,2002
KJ501311,West Nile virus,11000,complete,USA,USA,,Cyanocitta cristata,2002
KJ501312,West Nile virus,10981,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501313,West Nile virus,11024,complete,USA,USA,,Turdus migratorius,2003
KJ501314,West Nile virus,11034,complete,USA,USA,,Haemorhous mexicanus,2003
KJ501315,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501317,West Nile virus,10984,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501318,West Nile virus,11026,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501319,West Nile virus,10984,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501320,West Nile virus,11007,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501321,West Nile virus,10951,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501322,West Nile virus,11026,complete,USA,USA,,Pelecanus erythrorhynchos,2002
KJ501323,West Nile virus,10995,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501324,West Nile virus,11033,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501326,West Nile virus,10990,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501327,West Nile virus,11019,complete,USA,USA,,Haliaeetus leucocephalus,2003
KJ501328,West Nile virus,10951,complete,USA,USA,,Buteo jamaicensis,2002
KJ501329,West Nile virus,11010,complete,USA,USA,,Branta canadensis,2003
KJ501330,West Nile virus,10989,complete,USA,USA,,Sternula,2005
KJ501331,West Nile virus,10960,complete,USA,USA,,Buteo jamaicensis,2002
KJ501332,West Nile virus,10995,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501333,West Nile virus,10913,complete,USA,USA,,Cyanocitta cristata,2002
KJ501335,West Nile virus,10995,complete,USA,USA,,Pelecanus erythrorhynchos,2005
KJ501336,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2001
KJ501337,West Nile virus,10980,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501338,West Nile virus,10795,complete,USA,USA,,Cyanocitta cristata,2002
KJ501339,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2002
KJ501340,West Nile virus,10959,complete,USA,USA,,Quiscalus major,2003
KJ501341,West Nile virus,10948,complete,USA,USA,,Haemorhous mexicanus,2005
KJ501342,West Nile virus,10975,complete,USA,USA,,Gymnogyps californianus,2005
KJ501343,West Nile virus,11031,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501344,West Nile virus,11017,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501345,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501346,West Nile virus,10986,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501347,West Nile virus,10976,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501348,West Nile virus,10972,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501349,West Nile virus,10982,complete,USA,USA,,Larus delawarensis,2003
KJ501350,West Nile virus,10955,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501351,West Nile virus,10952,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501352,West Nile virus,10977,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501353,West Nile virus,10978,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501354,West Nile virus,10990,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501355,West Nile virus,10972,complete,USA,USA,,Cyanocitta cristata,2002
KJ501356,West Nile virus,10977,complete,USA,USA,,Cyanocitta cristata,2003
KJ501357,West Nile virus,10951,complete,USA,USA,,Asio flammeus,2003
KJ501358,West Nile virus,10976,complete,USA,USA,,Buteo swainsoni,2003
KJ501359,West Nile virus,10985,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501360,West Nile virus,10988,complete,USA,USA,,Cyanocitta cristata,2003
KJ501361,West Nile virus,10990,complete,USA,USA,,Cyanocitta cristata,2001
KJ501362,West Nile virus,10978,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501363,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501364,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501365,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501366,West Nile virus,10989,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501368,West Nile virus,10953,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501369,West Nile virus,10713,complete,USA,USA,,Passer domesticus,2002
KJ501370,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501371,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501372,West Nile virus,11028,complete,USA,USA,,Coragyps atratus,2003
KJ501373,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501374,West Nile virus,10979,complete,USA,USA,,Buteo jamaicensis,2001
KJ501375,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501376,West Nile virus,10462,complete,USA,USA,,Bubo virginianus,2002
KJ501377,West Nile virus,10979,complete,USA,USA,,Bubo virginianus,2001
KJ501378,West Nile virus,10970,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501379,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2001
KJ501380,West Nile virus,11029,complete,USA,USA,,Bubo virginianus,2002
KJ501381,West Nile virus,10976,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501382,West Nile virus,10977,complete,USA,USA,,Phalacrocorax auritus,2003
KJ501383,West Nile virus,10995,complete,USA,USA,,Cyanocitta cristata,2002
KJ501384,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501385,West Nile virus,11029,complete,USA,USA,,Buteo swainsoni,2004
KJ501386,West Nile virus,10993,complete,USA,USA,,Pelecanus erythrorhynchos,2007
KJ501387,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2002
KJ501388,West Nile virus,11028,complete,USA,USA,,Cyanocitta cristata,2002
KJ501389,West Nile virus,10831,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501390,West Nile virus,10982,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501391,West Nile virus,10975,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501392,West Nile virus,10971,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501393,West Nile virus,10947,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501394,West Nile virus,10985,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501395,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501396,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501397,West Nile virus,10978,complete,USA,USA,,Cyanocitta cristata,2002
KJ501398,West Nile virus,10991,complete,USA,USA,,Pelecanus occidentalis,2004
KJ501399,West Nile virus,11029,complete,USA,USA,,Haemorhous mexicanus,2002
KJ501400,West Nile virus,10984,complete,USA,USA,,Passer domesticus,2002
KJ501401,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501402,West Nile virus,10982,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501403,West Nile virus,11000,complete,USA,USA,,Pelecanus erythrorhynchos,2005
KJ501404,West Nile virus,11029,complete,USA,USA,,Pelecanus erythrorhynchos,2005
KJ501405,West Nile virus,10795,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501406,West Nile virus,11026,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501407,West Nile virus,10995,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501408,West Nile virus,10953,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501409,West Nile virus,11031,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501410,West Nile virus,10936,complete,USA,USA,,Cygnus buccinator,2006
KJ501411,West Nile virus,10953,complete,USA,USA,,Passer domesticus,2008
KJ501412,West Nile virus,10986,complete,USA,USA,,Passer domesticus,2008
KJ501413,West Nile virus,10964,complete,USA,USA,,Corvus brachyrhynchos,2004
KJ501414,West Nile virus,10975,complete,USA,USA,,Sternula,2005
KJ501415,West Nile virus,10951,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501416,West Nile virus,10978,complete,USA,USA,,Charadrius melodus,2006
KJ501418,West Nile virus,10979,complete,USA,USA,,Sternula antillarum,2008
KJ501419,West Nile virus,11027,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501420,West Nile virus,10984,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501421,West Nile virus,10977,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501422,West Nile virus,10973,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501423,West Nile virus,10979,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501424,West Nile virus,10979,complete,USA,USA,,Pelecanus erythrorhynchos,2007
KJ501425,West Nile virus,10979,complete,USA,USA,,Pelecanus erythrorhynchos,2007
KJ501426,West Nile virus,10990,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501427,West Nile virus,10979,complete,USA,USA,,Ictinia mississippiensis,2002
KJ501428,West Nile virus,10977,complete,USA,USA,,Phalacrocorax auritus,2006
KJ501429,West Nile virus,11029,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501430,West Nile virus,11029,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501431,West Nile virus,10868,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501432,West Nile virus,10936,complete,USA,USA,,Corvus brachyrhynchos,2012
KJ501434,West Nile virus,10979,complete,USA,USA,,Pelecanus erythrorhynchos,2012
KJ501437,West Nile virus,10978,complete,USA,USA,,Corvus brachyrhynchos,2012
KJ501438,West Nile virus,11028,complete,USA,USA,,Haliaeetus leucocephalus,2010
KJ501439,West Nile virus,11028,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501440,West Nile virus,11003,complete,USA,USA,,Pelecanus erythrorhynchos,2008
KJ501441,West Nile virus,10979,complete,USA,USA,,Buteo regalis,2008
KJ501442,West Nile virus,11029,complete,USA,USA,,Haliaeetus leucocephalus,2010
KJ501443,West Nile virus,11028,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501445,West Nile virus,10990,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501446,West Nile virus,10984,complete,USA,USA,,Bubo virginianus,2003
KJ501447,West Nile virus,10984,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501448,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501449,West Nile virus,10987,complete,USA,USA,,Cyanocitta cristata,2002
KJ501450,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501451,West Nile virus,10980,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501452,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501453,West Nile virus,10980,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501454,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501455,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2001
KJ501456,West Nile virus,11034,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501457,West Nile virus,10995,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501458,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2002
KJ501460,West Nile virus,11003,complete,USA,USA,,Sciurus carolinensis,2003
KJ501461,West Nile virus,10995,complete,USA,USA,,Calidris alba,2005
KJ501462,West Nile virus,10953,complete,USA,USA,,Buteo jamaicensis,2002
KJ501463,West Nile virus,10982,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501464,West Nile virus,10962,complete,USA,USA,,Cyanocitta cristata,2002
KJ501465,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501466,West Nile virus,11031,complete,USA,USA,,Bubo virginianus,2002
KJ501467,West Nile virus,10984,complete,USA,USA,,Bubo virginianus,2002
KJ501468,West Nile virus,11028,complete,USA,USA,,Sturnidae,2001
KJ501469,West Nile virus,10975,complete,USA,USA,,Charadrius melodus,2003
KJ501470,West Nile virus,11029,complete,USA,USA,,Larus delawarensis,2003
KJ501471,West Nile virus,10984,complete,USA,USA,,Haliaeetus leucocephalus,2005
KJ501472,West Nile virus,11026,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501473,West Nile virus,10978,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501474,West Nile virus,11028,complete,USA,USA,,Bubo virginianus,2002
KJ501475,West Nile virus,11031,complete,USA,USA,,Cyanocitta cristata,2002
KJ501476,West Nile virus,10979,complete,USA,USA,,Pica pica,2002
KJ501477,West Nile virus,11018,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501478,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2003
KJ501479,West Nile virus,10960,complete,USA,USA,,Passer domesticus,2002
KJ501480,West Nile virus,11024,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501481,West Nile virus,11033,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501482,West Nile virus,10960,complete,USA,USA,,Cyanocitta cristata,2002
KJ501483,West Nile virus,11028,complete,USA,USA,,Cyanocitta cristata,2002
KJ501484,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501485,West Nile virus,10989,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501486,West Nile virus,11031,complete,USA,USA,,Buteo jamaicensis,2001
KJ501487,West Nile virus,10978,complete,USA,USA,,Corvus brachyrhynchos,2005
KJ501488,West Nile virus,11029,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501489,West Nile virus,11010,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501490,West Nile virus,10953,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501491,West Nile virus,11019,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501492,West Nile virus,10973,complete,USA,USA,,Pelecanus erythrorhynchos,2005
KJ501493,West Nile virus,10978,complete,USA,USA,,Mimus,2001
KJ501494,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501495,West Nile virus,10989,complete,USA,USA,,Cyanocitta cristata,2002
KJ501496,West Nile virus,11026,complete,USA,USA,,Cyanocitta cristata,2001
KJ501497,West Nile virus,10985,complete,USA,USA,,Accipitridae,2001
KJ501498,West Nile virus,10980,complete,USA,USA,,Passer domesticus,2003
KJ501499,West Nile virus,10980,complete,USA,USA,,Falco sparverius,2003
KJ501500,West Nile virus,10977,complete,USA,USA,,Larus smithsonianus,2009
KJ501501,West Nile virus,11000,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501502,West Nile virus,11033,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501503,West Nile virus,10985,complete,USA,USA,,Turdus migratorius,2002
KJ501504,West Nile virus,10978,complete,USA,USA,,Branta canadensis,2003
KJ501505,West Nile virus,10953,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501506,West Nile virus,10974,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501507,West Nile virus,10978,complete,USA,USA,,Pelecanus erythrorhynchos,2001
KJ501508,West Nile virus,10985,complete,USA,USA,,Zenaida macroura,2003
KJ501509,West Nile virus,10978,complete,USA,USA,,Euphagus cyanocephalus,2001
KJ501510,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501511,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501512,West Nile virus,10998,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501514,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501515,West Nile virus,10979,complete,USA,USA,,Buteo jamaicensis,2001
KJ501516,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501517,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501518,West Nile virus,10994,complete,USA,USA,,Pelecanus erythrorhynchos,2007
KJ501519,West Nile virus,10973,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501520,West Nile virus,10983,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501521,West Nile virus,10976,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501522,West Nile virus,10976,complete,USA,USA,,Corvus brachyrhynchos,2004
KJ501523,West Nile virus,10971,complete,USA,USA,,Sternula antillarum,2006
KJ501524,West Nile virus,10979,complete,USA,USA,,Actitis macularius,2006
KJ501525,West Nile virus,11029,complete,USA,USA,,Pelecanus erythrorhynchos,2004
KJ501526,West Nile virus,10958,complete,USA,USA,,Sternula antillarum,2006
KJ501527,West Nile virus,10988,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501529,West Nile virus,11029,complete,USA,USA,,Pelecanus erythrorhynchos,2006
KJ501530,West Nile virus,10979,complete,USA,USA,,Branta canadensis,2012
KJ501531,West Nile virus,10623,complete,USA,USA,,Culicidae,2012
KJ501532,West Nile virus,10622,complete,USA,USA,,Culicidae,2012
KJ501533,West Nile virus,10609,complete,USA,USA,,Culicidae,2012
KJ501534,West Nile virus,10623,complete,USA,USA,,Culicidae,2011
KJ501535,West Nile virus,10464,complete,USA,USA,,Culicidae,2011
KJ501536,West Nile virus,10623,complete,USA,USA,,Culicidae,2011
KJ501537,West Nile virus,10621,complete,USA,USA,,Culicidae,2011
KJ501538,West Nile virus,10627,complete,USA,USA,,Culicidae,2011
KJ501539,West Nile virus,10624,complete,USA,USA,,Culicidae,2011
KF367469,West Nile virus,10763,complete,British Virgin Islands: Necker Island,British Virgin Islands,,Phoenicopterus roseus,2013-03-30
KC496015,West Nile virus,11028,complete,Hungary,Hungary,,Equus caballus,2010
KC496016,West Nile virus,11028,complete,Serbia,Serbia,,Culex pipiens,2010
KF704147,West Nile virus,11008,complete,"USA: Glendale, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,2010-08-01
KF704153,West Nile virus,11017,complete,"USA: Gilbert, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,2010-08-06
KF704158,West Nile virus,11024,complete,"USA: Gilbert, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,2010-08-09
KJ145799,West Nile virus,10621,complete,USA,USA,,Ochlerotatus sollicitans,2005
KJ145827,West Nile virus,10566,complete,USA,USA,,Corvus brachyrhynchos,2010
KJ145828,West Nile virus,10616,complete,USA,USA,,Corvus brachyrhynchos,2010
KJ145829,West Nile virus,10455,complete,USA,USA,,Corvus brachyrhynchos,2010
KJ145832,West Nile virus,10621,complete,USA,USA,,Loriini,2007
KF647248,West Nile virus,11013,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,2013-08
KF647249,West Nile virus,10986,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,2013-08
KF647250,West Nile virus,11013,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,2013-08
KF647251,West Nile virus,10994,complete,"Italy: Veneto region, Padova",Italy,,Homo sapiens,2013-08
KF647252,West Nile virus,10974,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,2013-08
KF647253,West Nile virus,10483,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,2013-08
KF588365,West Nile virus,10998,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,2013-08
KF179639,West Nile virus,11000,complete,Greece: Kavala prefecture,Greece,,Homo sapiens,2012-09
KF179640,West Nile virus,10998,complete,Austria,Austria,,Accipiter gentilis,2008
KF234080,West Nile virus,11030,complete,Italy: Emilia-Romagna region,Italy,,Homo sapiens,2009
KC711057,West Nile virus,11027,complete,"USA: Denton, Denton Co., Texas",USA,TX,Culex quinquefasciatus,2012-05-30
KC711059,West Nile virus,11029,complete,"USA: Fairview, Collin Co., Texas",USA,TX,Culex restuans,2012-10-09
JN393308,West Nile virus,11042,complete,"South Africa: Tiegerpoort, Pretoria",South Africa,,Equus caballus,2008-04-15
KC954092,West Nile virus,10781,complete,"Italy: Veneto region, Portogruaro",Italy,,Homo sapiens,2012-09
KC736486,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736487,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736488,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736489,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736490,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736491,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736492,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736493,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736494,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736495,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736496,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736497,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736498,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736499,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736500,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736501,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
KC736502,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2012
JQ700437,West Nile virus,11028,complete,USA,USA,,Culex pipiens,2003
JQ700438,West Nile virus,11016,complete,USA,USA,,Homo sapiens,2011
JQ700439,West Nile virus,11029,complete,USA,USA,,Homo sapiens,2011
JQ700440,West Nile virus,11029,complete,USA,USA,,Homo sapiens,2011
JQ700441,West Nile virus,11029,complete,USA,USA,,Homo sapiens,2011
JQ700442,West Nile virus,11029,complete,USA,USA,,Homo sapiens,2011
JF957161,West Nile virus,11016,complete,USA: ID,USA,ID,,2006
JF957162,West Nile virus,11016,complete,USA: ID,USA,ID,,2006
JF957163,West Nile virus,11016,complete,USA: ID,USA,ID,,2006
JF957164,West Nile virus,11029,complete,USA: ID,USA,ID,,2006
JF957165,West Nile virus,11016,complete,USA: ID,USA,ID,,2006
JF957166,West Nile virus,11029,complete,USA: UT,USA,UT,,2006
JF957167,West Nile virus,11016,complete,USA: ND,USA,ND,,2006
JF957168,West Nile virus,11016,complete,USA: ID,USA,ID,,2007
JF957169,West Nile virus,11026,complete,USA: CO,USA,CO,,2007
JF957170,West Nile virus,11029,complete,USA: CO,USA,CO,,2007
JF957171,West Nile virus,11016,complete,USA: ID,USA,ID,,2007
JF957172,West Nile virus,11016,complete,USA: ID,USA,ID,,2007
JF957173,West Nile virus,11029,complete,USA: AZ,USA,AZ,,2008
JF957174,West Nile virus,11029,complete,USA: NV,USA,NV,,2008
JF957175,West Nile virus,11016,complete,USA: NV,USA,NV,,2009
JF957176,West Nile virus,11029,complete,USA: AZ,USA,AZ,,2009
JF957177,West Nile virus,11029,complete,USA: NV,USA,NV,,2009
JF957178,West Nile virus,11029,complete,USA: NV,USA,NV,,2009
JF957179,West Nile virus,11029,complete,USA: LA,USA,LA,,2009
JF957180,West Nile virus,11029,complete,USA: NV,USA,NV,,2009
JF957181,West Nile virus,11029,complete,USA: SD,USA,SD,,2009
JF957182,West Nile virus,11029,complete,USA: TX,USA,TX,,2009
JF957183,West Nile virus,11029,complete,USA: TX,USA,TX,,2009
JF957184,West Nile virus,11029,complete,USA: CO,USA,CO,,2009
JF957185,West Nile virus,11029,complete,USA: AZ,USA,AZ,,2010
JF957186,West Nile virus,11029,complete,USA: AZ,USA,AZ,,2010
KC407666,West Nile virus,11029,complete,,,,,
KC407667,West Nile virus,11029,complete,Spain,Spain,,Mus musculus,2007
KC407673,West Nile virus,11028,complete,Serbia,Serbia,,Accipiter gentilis,2012
KC601756,West Nile virus,10948,complete,India: Kerala,India,,Homo sapiens,2011-02
JX123030,West Nile virus,10983,complete,Australia,Australia,,Equus caballus,2011-03-07
JX123031,West Nile virus,10983,complete,Australia,Australia,,Equus caballus,2011-03-15
JX556213,West Nile virus,10736,complete,"Italy: Veneto region, Venice province",Italy,,Homo sapiens,2012-08-03
JQ928174,West Nile virus,10714,complete,"Italy: Veneto region, Treviso",Italy,,Homo sapiens,2011-09
JQ928175,West Nile virus,10477,complete,"Italy: Veneto region, Treviso",Italy,,Homo sapiens,2011-09
JX070655,West Nile virus,10845,complete,Tajikistan,Tajikistan,,,
JX041628,West Nile virus,10942,complete,Azerbaijan,Azerbaijan,,Ornithodoros capensis,1970
JX041629,West Nile virus,10898,complete,Azerbaijan,Azerbaijan,,Aves,1967
JX041630,West Nile virus,10810,complete,Azerbaijan,Azerbaijan,,Aves,1967
JX041631,West Nile virus,10820,complete,Ukraine: Lviv region,Ukraine,,Aves,1980
JX041632,West Nile virus,10900,complete,India: Madras state,India,,Culex vishnui,1955
JX041634,West Nile virus,10998,complete,Russia: Astrakhan region,Russia,,Homo sapiens,1999
JN819305,West Nile virus,10692,complete,,,,,
JN819306,West Nile virus,10592,complete,,,,,
JN819307,West Nile virus,10584,complete,,,,,
JN819309,West Nile virus,10464,complete,,,,,
JN819310,West Nile virus,10581,complete,,,,,
JN819311,West Nile virus,10451,complete,,,,Culicidae,
JN819312,West Nile virus,10584,complete,,,,Culicidae,
JN819313,West Nile virus,10436,complete,,,,Culicidae,
JN819315,West Nile virus,10583,complete,,,,Aves,
JN819316,West Nile virus,10584,complete,,,,,
JN819317,West Nile virus,10594,complete,,,,,
JN819318,West Nile virus,10584,complete,,,,Aves,
JN819319,West Nile virus,10380,complete,,,,Aves,
JN819320,West Nile virus,10414,complete,,,,Aves,
JN819321,West Nile virus,10584,complete,,,,,
JN819323,West Nile virus,10488,complete,,,,,
JN819324,West Nile virus,10588,complete,,,,,
JN858069,West Nile virus,10895,complete,Italy,Italy,,Homo sapiens,2011-09
JN858070,West Nile virus,10520,complete,Italy,Italy,,Homo sapiens,2011-09
JN183885,West Nile virus,10521,complete,USA: New York,USA,NY,Cyanocitta cristata,2008
JN183886,West Nile virus,10671,complete,USA: New York,USA,NY,Cyanocitta cristata,2008
JN183887,West Nile virus,10685,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2002
JN183888,West Nile virus,10635,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2006
JN183889,West Nile virus,10521,complete,USA: Connecticut,USA,CT,Culex restuans,2003
JN183890,West Nile virus,10526,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
JN183891,West Nile virus,10520,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2002
JN183892,West Nile virus,10622,complete,USA: Illinois,USA,IL,Culex pipiens,2005
JN183893,West Nile virus,10610,complete,,,,Gallus gallus,
JN183894,West Nile virus,10613,complete,,,,Gallus gallus,
JN183895,West Nile virus,10634,complete,,,,Culex,
JN183896,West Nile virus,10622,complete,,,,Culex,
JN183897,West Nile virus,10622,complete,,,,Culex,
JF719065,West Nile virus,10969,complete,Italy,Italy,,Corvidae,2008-10
JF719066,West Nile virus,10953,complete,Italy,Italy,,Corvidae,2008-09
JF719067,West Nile virus,10926,complete,Italy,Italy,,Laridae,2009-11
JF719068,West Nile virus,10926,complete,Italy,Italy,,Corvidae,2009-10
